Student Id,Surname,minutes per week spent on elearning,Topic with highest time spend,Gender,Age,average grade over an acadmic year,NumOf_family mebers,play a sport activity,colledge acceptance
15727041,Fiorentini,624,Biology,Male,15,14,2,1,0
15738063,Shen,631,Biology,Male,18,12,2,1,0
15711733,Rapuokwu,753,Biology,Male,18,8,2,1,0
15652320,Woronoff,588,Biology,Male,17,11,2,0,0
15634180,Holden,729,Physics,Male,18,11,2,0,0
15694566,Roberts,602,Biology,Female,15,16,2,0,1
15726103,Tsou,689,Physics,Female,15,15,1,0,1
15646351,Somerville,486,Math,Male,18,17,2,0,0
15730044,Greco,809,Physics,Female,17,17,3,1,1
15795186,Leonard,562,Biology,Male,16,12,1,0,0
15784890,McKenzie,763,Math,Female,16,8,2,0,0
15694125,McElhone,669,Biology,Male,17,8,2,1,0
15565891,Dipietro,709,Biology,Male,16,17,2,0,0
15674254,Kerr,554,Math,Female,17,14,2,1,0
15775206,Hunter,699,Biology,Male,17,11,2,0,0
15797627,Niehaus,732,Math,Male,18,9,1,1,0
15649853,Craig,625,Biology,Female,16,11,1,1,1
15610379,Barclay-Harvey,599,Biology,Male,18,18,1,1,0
15659800,Teng,584,Math,Female,15,17,1,1,1
15716236,Milani,499,Biology,Male,17,17,2,0,0
15672053,Mistry,526,Math,Male,16,18,2,0,0
15663933,Jamieson,625,Physics,Female,17,18,2,0,1
15814236,Kay,537,Math,Female,15,10,1,1,0
15583597,Ikedinachukwu,696,Math,Male,15,16,1,1,0
15607395,Holt,679,Biology,Female,15,17,2,0,0
15694556,Nkemakolam,684,Biology,Male,15,14,1,0,1
15744109,Hartung,850,Biology,Male,18,15,1,1,0
15800688,Ch'en,495,Math,Female,18,14,2,0,0
15810878,Baker,537,Math,Female,16,15,1,1,0
15587835,Osinachi,850,Biology,Male,16,17,1,1,0
15763515,Shih,513,Biology,Male,18,9,2,0,0
15725882,Feng,618,Physics,Female,17,18,2,1,0
15788022,Sternberg,802,Physics,Female,18,10,2,1,0
15663917,Adams,547,Biology,Male,17,12,1,1,0
15656865,Gray,613,Physics,Male,15,8,1,1,0
15667971,Shepherd,592,Physics,Female,18,10,2,1,0
15800366,Walton,546,Biology,Male,15,11,1,1,0
15717231,Yang,721,Physics,Male,18,15,1,0,0
15643188,Barnett,671,Physics,Female,18,16,2,0,1
15671351,Romani,624,Math,Male,18,8,2,0,0
15573628,Greene,751,Physics,Female,17,14,1,0,1
15698953,Hart,636,Math,Male,17,18,3,1,1
15753888,Johnston,607,Math,Female,17,10,1,1,1
15737961,Miller,509,Physics,Female,16,16,2,1,0
15801701,Robson,653,Math,Male,16,11,2,1,0
15684419,Wallace,709,Math,Female,17,10,3,0,0
15794266,Cross,559,Biology,Male,17,17,1,0,0
15810711,Marcum,684,Physics,Male,18,13,2,1,0
15771270,North,635,Biology,Female,17,16,1,1,1
15607786,Mao,709,Biology,Male,18,14,1,1,0
15624519,Calabrese,656,Physics,Female,18,17,1,0,1
15799910,Martin,793,Biology,Male,17,17,2,0,1
15602479,Fleming,609,Math,Male,15,17,1,1,0
15617419,Roberts,618,Physics,Female,15,17,2,1,0
15657603,Finch,850,Biology,Female,17,14,1,0,0
15570379,Whitelegge,669,Math,Male,18,13,1,0,1
15772996,Rooke,594,Physics,Male,16,10,2,1,0
15729574,Lu,616,Math,Male,17,11,2,1,0
15737267,Marcelo,676,Biology,Female,18,11,1,0,1
15799128,Matthews,608,Math,Female,18,14,1,1,0
15813327,Romani,710,Biology,Male,16,9,2,1,0
15711921,Scott,695,Biology,Male,17,15,2,1,0
15654300,Mao,530,Physics,Male,17,17,1,1,0
15569945,Horsley,509,Math,Male,15,15,2,0,0
15569666,Goddard,517,Biology,Female,15,14,1,0,1
15681887,Eskridge,758,Physics,Male,18,14,2,1,0
15608873,Smith,665,Biology,Male,15,11,1,0,0
15762091,Simpson,631,Physics,Female,16,11,1,1,0
15722053,Oguejiofor,576,Math,Male,15,10,2,1,0
15782100,Holloway,544,Math,Male,18,15,1,1,0
15765300,L?,596,Physics,Male,18,16,3,0,1
15743570,Feng,481,Biology,Female,17,10,2,1,0
15608541,Claiborne,498,Biology,Male,15,9,1,0,1
15750671,Egobudike,512,Math,Male,16,15,2,0,0
15813659,Folliero,594,Biology,Female,15,17,1,0,1
15757867,Bray,570,Biology,Female,15,10,1,0,1
15652914,Ibrahimov,721,Math,Male,15,12,1,1,0
15723818,Carpenter,453,Biology,Female,18,16,2,0,0
15713819,Walsh,562,Biology,Male,18,13,1,1,0
15656484,Woods,682,Biology,Male,18,10,2,1,0
15778515,Wu,748,Biology,Male,15,15,1,0,0
15803840,Forbes,729,Biology,Female,17,13,2,0,0
15735339,Lynch,663,Biology,Male,18,8,1,0,0
15600392,Amaechi,735,Biology,Female,18,11,2,1,1
15625740,Enriquez,627,Physics,Male,18,14,2,1,0
15663817,Y?an,713,Biology,Male,17,16,1,1,0
15734461,Brooks,562,Physics,Male,16,13,1,1,0
15780142,Wang,632,Biology,Male,18,14,1,0,0
15709920,Burke,479,Biology,Female,15,16,1,0,1
15684248,Meng,658,Math,Male,16,13,2,1,0
15643158,Chiganu,598,Biology,Female,15,11,1,0,1
15693902,Hunt,597,Biology,Male,15,12,2,1,0
15578307,Lucchese,512,Biology,Female,18,17,2,1,0
15585379,Humphries,704,Biology,Male,16,13,1,0,0
15758510,Frolova,474,Biology,Male,15,9,2,0,0
15692918,Hsing,604,Physics,Male,17,18,1,1,0
15705301,Parkes,683,Biology,Male,18,11,2,1,0
15718231,Gregory,537,Biology,Male,16,9,2,1,0
15567991,Obiuto,794,Math,Male,18,15,2,1,0
15772650,Longo,732,Biology,Male,18,16,1,1,1
15574795,Lombardo,495,Biology,Female,18,9,1,1,0
15706036,Lombardo,552,Physics,Male,15,8,2,1,0
15723856,Gonzalez,602,Biology,Female,16,18,2,1,0
15812920,Nwabugwu,607,Physics,Male,18,11,1,1,0
15691287,Ford,675,Physics,Female,17,9,1,0,1
15804797,Gilleland,443,Biology,Female,17,13,1,1,1
15708650,Fullwood,727,Biology,Female,15,12,2,1,0
15712777,Kao,482,Biology,Male,17,16,1,0,0
15786469,Montalvo,686,Biology,Female,18,11,2,0,0
15669219,Wilson,588,Physics,Male,17,18,1,0,0
15641004,Doyne,605,Math,Female,16,15,1,1,0
15648067,Onwuamaeze,583,Biology,Male,16,17,2,0,0
15704014,K'ung,738,Physics,Male,18,17,2,0,0
15645136,O'Donnell,744,Math,Male,15,11,1,0,0
15709604,McMillan,781,Biology,Male,17,9,1,0,0
15713637,Chinedum,699,Biology,Male,17,8,1,0,0
15793901,Capon,639,Biology,Female,17,12,2,0,0
15569759,Rawling,583,Biology,Female,17,12,3,0,0
15712930,Duncan,587,Biology,Male,18,17,1,0,0
15586504,Trevisani,694,Biology,Male,18,8,2,0,0
15677317,Ankudinova,570,Biology,Female,15,11,1,1,1
15664270,Balsillie,692,Physics,Male,16,10,4,0,1
15731519,Kerr,511,Biology,Female,17,13,2,0,0
15745623,Worsnop,788,Biology,Male,16,12,1,0,0
15813862,Yevseyev,526,Math,Male,15,15,2,1,0
15641934,Manna,749,Math,Female,16,8,1,0,1
15713043,Siciliani,691,Biology,Female,15,8,2,1,0
15700749,Powell,481,Biology,Female,18,17,1,1,0
15697567,Bazarova,752,Biology,Male,17,11,2,1,0
15715414,White,658,Biology,Female,16,9,1,0,0
15639530,Buda,679,Math,Male,16,14,1,1,0
15726058,Cattaneo,754,Physics,Male,17,16,2,1,0
15725665,Lo,679,Biology,Male,18,18,2,0,1
15698872,Brown,633,Math,Female,15,16,2,0,0
15812184,Rose,674,Biology,Female,18,13,1,0,0
15742609,Lombardo,600,Physics,Male,15,14,1,1,0
15815043,McMillan,645,Math,Male,16,11,2,0,0
15640648,Howe,698,Biology,Male,15,14,2,1,0
15627203,Hsu,508,Math,Male,17,10,1,1,0
15786196,Han,555,Biology,Female,15,15,3,0,1
15612095,Calabrese,751,Biology,Female,18,17,1,0,1
15674368,Riley,738,Biology,Female,16,15,2,1,0
15783477,Biryukov,706,Physics,Female,15,18,1,1,0
15757559,Broadhurst,595,Biology,Female,18,10,2,0,1
15591036,Genovesi,577,Physics,Female,18,15,1,0,1
15761241,Hsieh,578,Physics,Female,17,14,1,1,0
15695078,Kemp,699,Biology,Male,15,17,2,1,0
15645744,Chukwudi,826,Biology,Female,17,9,2,1,0
15566988,Iqbal,656,Physics,Female,15,9,1,0,1
15749300,Teng,556,Biology,Female,15,12,1,1,0
15594340,Tao,569,Biology,Male,17,9,1,0,1
15607065,Chinedum,765,Biology,Male,17,16,1,0,0
15778089,Stevenson,544,Math,Male,16,17,2,0,0
15773723,Duncan,588,Math,Female,15,17,1,1,1
15697035,Garrett,740,Math,Female,15,16,2,0,0
15679668,Yao,850,Math,Male,15,8,1,1,0
15709861,He,766,Physics,Male,15,9,2,1,0
15791958,Mazzi,849,Biology,Female,15,13,2,1,1
15791030,Edwards,612,Biology,Female,17,10,2,0,0
15695339,Lucchesi,517,Physics,Male,17,15,1,0,1
15658813,Siciliani,645,Biology,Female,16,17,2,1,0
15715709,Shih,696,Physics,Male,16,10,1,1,0
15722533,Logue,716,Biology,Female,15,17,2,1,0
15683118,Rechner,590,Biology,Male,15,13,2,0,0
15672798,O'Brien,656,Biology,Female,15,16,1,1,0
15680112,Stewart,473,Physics,Female,15,9,1,0,0
15714575,Batt,742,Physics,Female,18,15,1,1,1
15806808,Hope,834,Physics,Female,16,9,3,0,1
15590637,Ahmed,721,Biology,Male,18,18,2,1,0
15657535,Pearson,590,Math,Male,15,15,1,1,1
15696141,Kruglov,516,Math,Female,15,9,1,0,0
15811947,Gordon,850,Biology,Male,17,15,1,1,0
15649024,Trujillo,748,Biology,Female,16,10,1,1,1
15594928,Pagnotto,798,Physics,Female,16,14,1,0,0
15765532,Horton,612,Physics,Male,18,18,1,1,0
15741719,DeRose,540,Biology,Female,18,16,1,1,0
15665629,Chiang,719,Math,Female,17,13,2,0,0
15728917,Gill,598,Biology,Male,18,12,1,0,1
15762993,Trevisano,796,Math,Male,16,13,2,1,0
15571193,Morrison,579,Physics,Male,18,9,1,1,1
15653521,Onuora,850,Physics,Female,16,18,1,1,0
15802220,Ikenna,599,Math,Male,17,14,1,0,0
15644132,Mancini,724,Biology,Female,15,17,1,1,0
15600832,Moss,508,Biology,Female,16,18,1,0,0
15797919,Ting,773,Math,Male,16,10,2,0,0
15603743,Tai,526,Biology,Male,16,13,1,1,0
15579714,Pan,542,Biology,Female,17,13,2,1,0
15634295,Wilson,470,Biology,Male,16,12,1,0,0
15786680,Bianchi,805,Math,Male,17,9,2,0,0
15623499,Holman,548,Physics,Male,18,18,1,0,1
15691823,Obidimkpa,672,Biology,Male,18,10,1,1,0
15809279,Wallace,773,Biology,Male,18,14,1,1,0
15758039,Ash,614,Biology,Male,16,11,2,1,0
15807163,Ku,537,Biology,Female,16,9,1,0,1
15631639,Uspensky,704,Biology,Female,18,16,1,1,0
15713770,Shih,586,Math,Male,18,11,1,0,0
15698167,Kumm,677,Biology,Female,16,8,2,0,0
15781710,Carey,558,Math,Female,18,10,2,0,0
15801296,Farber,634,Physics,Female,15,13,2,0,0
15704378,Calabrese,655,Physics,Male,17,9,1,1,0
15767891,Findlay,619,Physics,Female,18,10,2,0,0
15640667,Yu,662,Biology,Female,15,14,2,0,0
15702145,Edments,705,Math,Male,15,14,1,1,0
15679738,Brown,527,Math,Female,18,18,1,0,1
15636634,Lindon,630,Physics,Female,15,14,1,0,0
15809227,Chukwudi,850,Biology,Male,15,16,2,1,0
15601811,Caldwell,668,Biology,Female,15,14,1,0,1
15625494,Li Fonti,573,Biology,Female,18,9,2,1,0
15723737,Pitcher,680,Biology,Male,16,17,1,0,0
15682955,Capon,758,Biology,Female,18,14,1,1,0
15758856,Kable,597,Biology,Male,17,16,2,0,0
15746065,Lo Duca,580,Physics,Male,15,17,2,1,0
15783865,Kulikova,622,Biology,Male,17,18,1,1,0
15745455,Navarrete,638,Physics,Male,16,18,2,1,0
15583033,Huguley,640,Biology,Female,15,13,2,1,0
15644212,Han,644,Math,Male,18,9,2,0,0
15735688,Horsley,753,Biology,Female,16,15,1,0,0
15658577,Massie,629,Biology,Female,16,10,3,1,1
15606887,Singh,775,Biology,Female,15,14,1,0,1
15783026,H?,701,Biology,Female,15,9,1,0,0
15579892,Doyle,708,Math,Male,18,17,1,1,0
15802088,Grant,521,Math,Female,15,18,1,1,0
15589323,Law,636,Biology,Female,17,13,2,1,0
15636395,King,529,Biology,Female,17,10,2,0,0
15712772,Onwubiko,757,Biology,Male,17,18,1,1,0
15700937,Romano,767,Math,Female,18,13,2,1,0
15766659,Okwudilichukwu,525,Math,Male,15,15,2,0,0
15814033,Milano,759,Math,Male,15,15,2,0,0
15783007,Parker,520,Physics,Female,17,12,1,1,1
15654183,Aitken,738,Biology,Female,18,18,2,0,0
15609899,Obiora,548,Math,Male,18,16,1,0,0
15747323,Vasilyeva,535,Math,Male,18,17,1,0,1
15582591,Chiabuotu,615,Math,Male,16,9,1,1,0
15738835,Slater,850,Physics,Male,15,14,2,0,0
15782404,Hughes,487,Biology,Female,15,14,1,0,0
15697480,Menkens,731,Biology,Male,17,14,2,1,0
15697045,Pisani,726,Math,Female,18,14,2,1,0
15781234,Y?an,609,Biology,Female,16,15,1,0,0
15579891,Milani,714,Biology,Male,18,18,1,1,0
15805690,Chin,694,Math,Female,15,18,1,0,1
15612139,Fu,786,Biology,Female,15,15,1,1,1
15568834,Howells,698,Math,Male,16,14,2,0,0
15709917,Ni,601,Biology,Female,18,13,1,0,0
15718843,Maslova,769,Math,Male,15,11,1,0,0
15799494,Forster,850,Physics,Male,15,17,2,1,0
15673439,Sun,646,Math,Female,15,16,2,1,1
15669011,Bocharova,659,Biology,Female,18,16,1,1,1
15581388,Y?an,487,Math,Male,15,11,1,0,0
15743153,Singh,740,Physics,Female,16,10,2,1,0
15579787,Nkemakonam,686,Biology,Male,15,17,2,0,0
15759966,Chiemenam,612,Math,Female,15,14,2,0,0
15601045,Angelo,655,Math,Male,17,16,2,0,0
15764021,Frolov,617,Biology,Male,18,16,2,0,0
15687218,West,674,Biology,Female,18,16,1,1,0
15626452,Beatham,711,Math,Male,18,13,2,1,0
15700964,Pollard,624,Physics,Female,17,14,1,1,0
15768887,Hsing,597,Math,Male,18,12,2,1,0
15735358,Dowse,682,Math,Male,18,10,1,1,0
15749472,Lucciano,775,Biology,Male,18,9,1,0,0
15685872,Godfrey,727,Biology,Female,17,13,1,1,0
15760851,Gratton,629,Biology,Male,15,16,2,0,0
15734588,Manning,684,Biology,Male,15,13,2,1,0
15784594,Mazzi,549,Physics,Female,18,9,2,1,0
15606435,Wall,593,Physics,Male,15,13,2,1,0
15790247,Sims,536,Math,Male,17,10,2,1,0
15676433,Allan,707,Biology,Female,15,13,1,0,0
15625905,Griffen,592,Math,Male,17,10,2,0,0
15626414,Russell,703,Biology,Male,18,12,1,0,0
15623220,Brown,723,Math,Female,16,14,2,0,0
15752857,Palerma,452,Physics,Male,16,16,2,0,0
15677908,Gilbert,552,Math,Male,18,16,2,0,0
15773013,Uvarov,633,Biology,Female,15,14,1,1,1
15623972,Wisdom,479,Physics,Female,15,17,1,1,0
15738627,Hussain,768,Biology,Male,17,10,2,1,0
15643392,Woods,742,Biology,Male,16,13,1,1,0
15684868,Cameron,668,Physics,Male,18,15,1,0,1
15627854,Mai,707,Math,Male,15,14,2,1,0
15669253,Gibson,754,Math,Male,18,12,2,0,1
15758023,Grigoryeva,544,Physics,Male,15,17,1,0,1
15574558,Gunter,718,Math,Male,15,14,2,1,0
15635256,Arcuri,762,Biology,Male,17,12,1,1,0
15680399,Tung,772,Biology,Male,15,8,2,0,0
15674720,Smith,691,Physics,Female,15,15,1,1,1
15580249,Lori,502,Biology,Male,18,12,1,0,0
15675431,Chidimma,563,Biology,Female,15,15,2,0,0
15698285,Ting,676,Biology,Female,18,12,1,1,0
15810775,Tsao,576,Math,Male,15,13,2,1,0
15678173,Collee,629,Math,Male,18,9,2,1,0
15665222,Lettiere,625,Math,Male,18,10,1,0,0
15803908,Fu,628,Biology,Male,15,9,2,1,0
15586039,Bergamaschi,471,Physics,Female,17,15,2,1,0
15802570,Dyer,811,Biology,Female,18,18,2,1,0
15781451,Buccho,504,Biology,Male,17,10,2,0,0
15721019,Jones,687,Biology,Female,15,16,1,0,0
15738588,Nebechi,660,Physics,Female,15,14,1,0,0
15730657,Ibekwe,548,Biology,Female,15,15,1,1,0
15739292,Gorshkov,609,Physics,Male,17,14,1,1,0
15725945,Nweke,659,Math,Female,16,17,1,0,1
15813159,Hairston,526,Biology,Male,17,18,1,1,1
15636820,Loggia,725,Physics,Male,15,10,1,0,0
15603880,Morgan,519,Physics,Male,18,12,1,1,1
15619494,Abdulov,562,Physics,Female,15,11,1,1,0
15596992,Norris,482,Physics,Male,18,10,1,0,1
15735025,Clark,535,Math,Male,17,16,2,1,0
15730759,Chukwudi,561,Biology,Female,17,13,1,0,1
15752912,Perkin,661,Biology,Female,16,8,2,0,0
15711316,Ch'ang,771,Biology,Male,17,12,2,1,0
15738785,Kang,545,Biology,Male,16,11,2,1,0
15777896,Chukwudi,850,Physics,Female,17,12,1,1,0
15628963,Frolova,601,Physics,Male,15,9,2,1,0
15742126,Chiu,712,Physics,Male,17,8,2,1,0
15575623,Simpson,589,Biology,Female,15,15,1,0,0
15741652,McLean,600,Math,Male,15,9,1,1,0
15738884,Hu,642,Physics,Male,17,12,1,0,0
15615050,Savage,575,Physics,Male,18,13,2,1,1
15803005,Wallace,570,Physics,Female,18,12,1,1,0
15743498,Winter,532,Physics,Male,17,17,1,0,1
15720463,Ho,796,Biology,Male,15,16,2,0,0
15588695,Su,833,Math,Male,15,17,1,1,1
15665802,Li Fonti,642,Math,Female,15,12,2,1,0
15571144,Ives,655,Biology,Male,16,17,2,1,0
15750731,Trevisani,736,Physics,Male,15,13,1,0,1
15605134,Bond,617,Biology,Female,17,12,2,0,0
15626044,Lettiere,762,Physics,Male,15,12,2,1,0
15737910,Houghton,703,Physics,Male,15,16,2,0,0
15761076,Lei,507,Biology,Male,18,11,2,1,0
15710105,Stirling,581,Physics,Female,18,12,1,1,1
15577402,Grant,593,Biology,Male,17,8,2,1,0
15803337,Baresi,648,Biology,Male,17,18,1,0,0
15654372,Pearce,462,Physics,Male,16,10,2,0,0
15585867,Rutledge,596,Math,Male,18,11,2,1,0
15662488,Udegbunam,627,Biology,Female,18,14,2,0,1
15604813,Zaytseva,494,Biology,Male,16,12,2,1,0
15611644,Onyemauchechukwu,627,Biology,Male,15,15,1,1,0
15674928,Mullah,850,Math,Male,15,17,2,0,0
15656100,Candler,632,Biology,Female,18,12,1,0,0
15764293,Konovalova,490,Biology,Male,16,8,2,1,0
15636423,Lei,715,Biology,Male,17,15,1,1,0
15607629,Hollis,679,Biology,Male,17,14,2,0,0
15577313,Lionel,619,Biology,Male,17,8,1,0,1
15714493,Francis,465,Math,Female,15,14,2,1,0
15643359,Carter,736,Math,Male,16,9,1,1,0
15687913,Mai,501,Physics,Female,17,9,1,1,0
15790935,Johnson,535,Biology,Female,16,8,2,1,0
15708693,Sherman,759,Biology,Female,15,13,2,0,0
15672016,Sabbatini,819,Biology,Male,18,8,2,1,0
15727605,Shih,533,Physics,Male,16,16,2,1,0
15651144,Yao,632,Physics,Female,15,17,2,0,0
15749401,Ko,686,Biology,Male,17,18,3,1,1
15691874,Kazakova,687,Biology,Female,16,16,1,0,0
15620735,Chiganu,667,Physics,Female,15,8,2,0,0
15769781,Nucci,699,Math,Female,18,18,2,1,0
15624611,Marsden,497,Math,Male,15,8,2,1,0
15773071,Serena,780,Math,Female,18,11,1,1,0
15720371,McLean,652,Biology,Female,15,9,1,0,1
15717984,Longo,477,Biology,Male,17,10,1,0,1
15806407,Wilson,652,Biology,Female,16,18,2,0,0
15785042,Hsiung,488,Biology,Female,15,17,1,0,0
15809302,Wright,572,Biology,Male,15,13,2,1,0
15677550,Folliero,755,Biology,Female,18,14,2,0,0
15654096,Johnston,779,Physics,Female,16,15,2,0,0
15617320,Palermo,693,Math,Female,15,17,1,0,0
15653065,Nwabugwu,530,Math,Female,15,13,2,0,0
15649112,Endrizzi,738,Math,Female,15,11,2,1,0
15690526,Tuan,690,Physics,Male,17,17,2,0,0
15806945,Udobata,611,Biology,Female,16,17,1,0,0
15670066,Ibezimako,643,Math,Male,17,14,2,1,0
15625761,Maclean,632,Physics,Male,18,10,4,0,1
15761525,Shaw,727,Math,Female,16,11,2,0,0
15735080,Cummins,508,Biology,Female,16,9,1,1,0
15619537,Lavrentiev,550,Biology,Male,15,16,2,1,0
15598162,Saunders,754,Physics,Female,17,12,1,1,0
15694300,Fiorentino,759,Biology,Male,15,11,2,0,0
15637235,Knight,794,Math,Male,18,8,2,0,0
15612444,Manfrin,549,Biology,Male,15,16,2,0,0
15626457,Zetticci,671,Biology,Male,15,15,1,0,0
15627995,Angelo,756,Physics,Female,17,18,1,1,1
15706128,Zhdanov,632,Biology,Female,17,12,2,0,0
15666430,Peck,579,Biology,Male,15,15,2,0,0
15627385,Uwaezuoke,748,Biology,Male,16,9,1,1,0
15581323,White,488,Physics,Female,15,16,2,0,0
15608109,Greco,710,Physics,Male,17,12,2,1,0
15801942,Chu,619,Math,Female,15,9,3,1,1
15567431,Kodilinyechukwu,773,Biology,Male,15,12,1,1,0
15810167,Scott,657,Math,Male,16,12,1,1,0
15644501,Enyinnaya,579,Biology,Female,15,14,1,1,0
15785290,Hao,542,Biology,Male,17,17,1,0,0
15611157,McElhone,709,Biology,Female,16,17,1,0,0
15673837,Ko,617,Math,Male,15,15,1,1,0
15656822,Day,568,Physics,Male,18,9,4,1,1
15580560,Harris,769,Biology,Female,16,10,1,1,0
15760641,Gerald,608,Physics,Male,15,15,1,1,0
15587584,Nebeuwa,503,Math,Male,15,8,2,1,0
15604146,Kaodilinakachukwu,608,Physics,Female,17,13,2,1,0
15813974,Maruff,731,Physics,Male,16,10,1,0,1
15746986,Howe,850,Physics,Female,18,18,2,0,0
15759741,Knepper,591,Physics,Female,16,13,1,1,0
15734892,Fennell,579,Math,Male,16,14,2,1,0
15797194,T'ao,570,Biology,Male,16,14,2,0,0
15723786,Morris,709,Biology,Female,17,9,2,0,0
15642726,Holmes,611,Biology,Male,15,8,1,0,0
15664339,Yu,775,Math,Male,15,18,2,0,1
15754526,Walker,699,Physics,Male,18,14,1,1,0
15703037,Edwards,618,Biology,Male,16,18,1,1,1
15751412,Harvey,704,Biology,Male,15,9,1,1,0
15609558,McDonald,835,Physics,Female,15,15,2,1,1
15572408,Chambers,714,Physics,Male,17,16,2,0,0
15613923,Reed,581,Math,Female,18,13,1,1,0
15747000,Shih,592,Biology,Male,17,12,2,1,0
15731781,Onyemachukwu,551,Biology,Male,17,11,2,0,0
15727198,Teng,689,Physics,Female,18,8,2,0,0
15794273,Hand,604,Biology,Female,17,10,1,1,0
15804950,Onyemauchechukwu,514,Biology,Female,18,8,2,1,0
15576304,Bailey,698,Biology,Male,15,8,1,1,0
15645200,Chiang,581,Physics,Female,18,13,1,0,1
15779627,Maclean,573,Physics,Male,18,17,1,1,0
15750755,Yobachi,449,Math,Female,16,12,2,0,0
15569654,Munro,850,Physics,Female,16,11,1,0,0
15753079,Chidi,612,Biology,Male,18,9,3,0,0
15684995,Chamberlain,690,Math,Male,18,14,1,1,0
15790763,Trujillo,599,Math,Female,17,8,2,0,0
15766458,Tang,498,Biology,Male,15,13,1,0,0
15616221,Wilson,497,Biology,Female,16,17,1,0,1
15776124,Mann,802,Math,Male,18,17,1,1,0
15665811,Parry,644,Biology,Male,17,14,1,0,0
15729804,Manfrin,714,Biology,Male,17,14,2,1,0
15714062,Millar,690,Biology,Female,16,16,1,0,1
15592197,Simmons,522,Math,Male,17,15,2,0,0
15793116,Beneventi,502,Physics,Female,17,17,1,0,0
15638231,Chung,730,Math,Female,17,8,2,1,0
15697678,Maxwell,590,Physics,Male,17,12,2,1,0
15800412,Dale,458,Physics,Male,18,15,2,1,0
15597610,Stevens,553,Math,Male,17,13,1,1,0
15726634,Wei,479,Biology,Male,16,17,1,0,0
15670866,Chiu,693,Biology,Male,17,8,2,1,0
15667462,Duncan,707,Math,Male,17,18,2,0,0
15662574,Brady,636,Math,Male,18,16,1,0,0
15716926,Macleod,807,Biology,Male,17,17,2,0,0
15603554,Berkeley,513,Biology,Female,15,15,3,0,1
15716800,Kaur,582,Biology,Male,18,9,2,1,0
15679429,Bell,694,Biology,Male,18,10,1,1,0
15616122,Nwokike,777,Biology,Male,18,17,2,1,0
15742172,Williamson,598,Physics,Male,18,18,2,0,0
15792305,Mountgarrett,762,Physics,Male,16,15,3,1,1
15636016,Wreford,588,Biology,Female,16,18,1,1,0
15733138,Paterson,663,Physics,Male,15,16,1,1,0
15669741,Hou,777,Biology,Male,15,12,1,0,0
15616954,Smith,592,Biology,Male,17,9,2,1,0
15729238,Peng,631,Physics,Male,16,8,1,1,1
15718242,Wollstonecraft,725,Physics,Female,18,17,1,0,1
15682914,Bolton,850,Biology,Male,18,15,1,1,0
15654274,Corrie,540,Biology,Male,15,9,2,0,0
15691457,Boyle,674,Math,Male,18,18,2,1,0
15719649,Lambie,553,Biology,Male,18,17,1,0,0
15778897,Cartwright,630,Biology,Female,16,12,2,1,0
15589437,Lu,466,Biology,Male,16,18,1,1,0
15682369,Pisano,613,Biology,Male,18,10,1,1,0
15626507,Chukwubuikem,558,Biology,Male,15,16,1,0,0
15571995,Harper,775,Physics,Female,18,13,2,1,0
15673333,Wilson,698,Physics,Male,17,14,1,1,0
15748752,Ch'in,608,Physics,Male,18,10,2,0,0
15725302,Streeton,670,Math,Female,15,15,2,0,0
15722083,Ch'ang,591,Math,Male,17,9,2,0,0
15771442,Pennington,633,Biology,Male,18,13,1,1,1
15803633,T'ien,678,Biology,Female,18,11,2,0,0
15672185,Liu,590,Biology,Male,15,13,2,0,0
15806486,Cunningham,705,Biology,Female,18,14,2,0,0
15570895,Ch'in,608,Biology,Male,16,15,1,0,0
15614520,Smith,682,Biology,Female,15,13,1,0,0
15687492,Anderson,596,Physics,Male,17,8,2,0,0
15675337,Forbes,395,Physics,Female,16,16,1,1,1
15721047,Ansell,578,Physics,Male,15,12,1,0,0
15589017,Chiu,547,Physics,Male,18,14,3,0,1
15611186,Yevdokimova,609,Biology,Male,18,11,1,1,1
15617301,Chamberlin,774,Physics,Male,17,17,1,0,0
15726046,Johnston,712,Biology,Female,15,16,1,0,0
15585748,McDonald,585,Physics,Female,15,12,2,1,0
15672826,Chen,666,Biology,Female,17,18,2,1,0
15595162,Cattaneo,708,Math,Female,16,14,1,0,0
15650026,Barclay-Harvey,513,Biology,Male,16,11,2,1,1
15745826,Dawson,445,Biology,Male,16,14,2,1,0
15708610,Costa,690,Physics,Male,15,10,2,0,0
15624471,Chikwado,850,Biology,Male,16,11,2,0,0
15590097,Ch'eng,537,Math,Female,18,16,1,0,0
15689328,Harrison,705,Physics,Male,17,15,1,0,1
15582154,Crawford,670,Biology,Female,15,8,1,1,0
15734626,Gibson,652,Math,Female,16,12,2,1,0
15702806,Martin,696,Math,Male,16,11,1,0,0
15620756,Stokes,747,Biology,Male,15,11,1,1,1
15611331,Niu,511,Biology,Female,18,17,1,1,1
15576935,Ampt,743,Math,Male,15,11,2,1,1
15661275,Wynn,532,Physics,Male,15,17,1,0,1
15814940,Lawrence,642,Math,Female,16,15,2,1,0
15768471,Wagner,554,Physics,Female,15,15,1,0,1
15697391,Argyle,604,Math,Female,17,12,2,0,0
15793346,Ofodile,602,Biology,Female,18,8,2,1,0
15608338,Chiemenam,757,Math,Female,16,10,4,0,1
15578546,Akobundu,491,Physics,Male,17,12,1,1,0
